age,slope,dem_cut,diff
55,-0.006071760361798659,-3.5106516080952423,NA
60,-0.018373325230365955,-3.559221039888008,NA
65,-0.027693877616714793,-3.822383681962081,NA
70,-0.037913788674149844,-4.699335671825887,3.709331753672278
75,-1.08072969067122e-6,-5.285806225332499,3.3617318654797304
80,-0.02742584137235263,-5.55,4.390356454587899
85,-0.03260656084571952,-6.12206407651731,1.2525383675312214
