age,slope,dem_cut,diff
55,-0.019074848605233757,-2.4963430534140816,NA
60,-0.003915272503065414,-2.499278195896456,NA
65,-0.0040739732021793365,-2.498588724465573,NA
70,0,-2.03070777963874,0.25522221788782185
75,-0.0010039025129034264,-1.5138900302604463,0.32424417435426084
80,-0.028733927423365082,-1.0479259361183066,3.4557225007936734
85,-0.03332,-0.5657888783632734,6.841384385343979
90,NA,NA,NA
95,NA,NA,NA
100,NA,NA,NA
