age,slope,dem_cut,diff
55,-0.01407381769875251,-3.1639529528755514,NA
60,-0.013934583153339668,-3.1639529528755514,NA
65,-0.019371286072852868,-3.8868020587110443,NA
70,-0.03738470311621285,-4.5407970001173545,1.4970390331856123
75,-0.0848103890464703,-4.5407970001173545,0.27444932474913897 
80,0,-5.317386406312796,3.7085848954054077
